Title,DetailType,PlayTime,StartHour,EndHour,DayNightType,PlayTimeSummary,condition1,condition2
완주 와일드&로컬푸드축제,음식/요리 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","가을,자연","낮,밤"
완주삼례딸기대축제,농산물 축제,10:00 ~ 20:00 (날짜별 상이),10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",봄,"낮,밤"
왕산마리나 바다축제,바다/강 축제,12:00~21:00,12,21,낮 중심,"운영시간 12:00~21:00 (총 9시간, 낮 6h, 밤 3h) → 낮과 밤 모두 운영","여름, 바다","낮,밤"
왜관 성베네딕도 수도원 홀리 페스티벌,기독교 문화,14:00~21:30,14,21,낮·밤 혼합,"운영시간 14:00~21:00 (총 7시간, 낮 4h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
외로움이의 집,복합 문화 예술,금 13:00 ~ 19:00 / 토 11:00 - 18:00,13,19,낮 중심,"운영시간 13:00~19:00 (총 6시간, 낮 5h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
외솔한글한마당,역사 인물 기념,09:00~17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
외씨버선길  청송 함께걷기,등산/트레킹,09:30~14:00,9,14,낮 중심,"운영시간 9:00~14:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
외씨버선길 봉화 함께걷기,등산/트레킹,10:00~15:00,10,15,낮 중심,"운영시간 10:00~15:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
외씨버선길 영월 함께걷기,등산/트레킹,09:30~14:00,9,14,낮 중심,"운영시간 9:00~14:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄, 가을",낮
외암민속마을 짚풀문화제,전통 공예/예술,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
용산 국가유산 야행,문화재 야행,9.12 17:00~22:009.23 14:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄,가을",밤
용산청년축제,커뮤니티 행사,12:00~18:00,12,18,낮 중심,"운영시간 12:00~18:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
용인청년페스티벌,커뮤니티 행사,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
우도 소라축제,수산물 축제,09:00~22:00,9,22,낮 중심,"운영시간 9:00~22:00 (총 13시간, 낮 9h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
우리 임산물 숲푸드 대축제,임산물 축제,16(금) 13:00~20:0017(토) 10:00~18:00,13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
우장산 그린페스타,환경 보호,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
운현궁 운수대통 설맞이,전통 의례/행사,11:00~16:00,11,16,낮 중심,"운영시간 11:00~16:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심",겨울,낮
울산 중구 국가유산 야행,문화재 야행,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄,가을","낮,밤"
울산119안전문화축제,과학 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
울산공업축제,시민 참여,10:00~21:30 (전시 체험부스 16일(목)~17일(금) 12:00~20:00 18일(토)~19일(일) 10:00~18:00),10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
울산관광두레 페스타,지역 상권,8일(13:00~18:00) 9일(10:00~18:00),13,18,낮 중심,"운영시간 13:00~18:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
울산대공원 장미축제,꽃 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
울산쇠부리축제,지역 고유 전통,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄, 야외","낮,밤"
울산옹기축제,전통 공예/예술,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","가을,야외","낮,밤"
울산조선해양축제,바다/강 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","여름, 바다","낮,밤"
울산중구 눈꽃축제,눈/얼음 축제,15:00 ~ 21:00,15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영",겨울,"낮,밤"
울산축협 한우축제,농산물 축제,10:00~ 21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
울산태화강마두희축제,민속놀이,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","여름, 강변","낮,밤"
울주 간절곶 해맞이 축제,일출/일몰 축제,2024.12.31.(화) 18:00 ~ 2025.01.01.(수) 10:00,,,정보 없음,정보 부족,"겨울, 해안가","밤,심야,낮"
울진대게와 붉은대게 축제,수산물 축제,11:00 ~ 20:00,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","겨울, 바닷가","낮,밤"
원동매화축제,꽃 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",봄,낮
원동면 미나리 축제,농산물 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,자연","낮,밤"
원주 농협 치악산 고구마 축제,농산물 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심",가을,낮
원주 어린이날 큰잔치,커뮤니티 행사,11:00~16:00,11,16,낮 중심,"운영시간 11:00~16:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심",봄,낮
원주만두축제,음식/요리 축제,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
원주문화의거리 치맥축제,맥주/와인 축제,15:00~22:00,15,22,낮·밤 혼합,"운영시간 15:00~22:00 (총 7시간, 낮 3h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
원주시 반려동물 문화행사 <애니멀 대학>,커뮤니티 행사,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
원주용수골꽃양귀비축제,꽃 축제,09:00~18:00 (입장마감 17:00),9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심",봄,낮
원주청소년축제 꽃이피다,커뮤니티 행사,12:00~18:00,12,18,낮 중심,"운영시간 12:00~18:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심",봄,낮
월문 페스티벌,지역 고유 전통,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
월아산 수국 수국 페스티벌,꽃 축제,주중 14:00~20:00주말 10:00~21:00,14,20,낮 중심,"운영시간 14:00~20:00 (총 6시간, 낮 4h, 밤 2h) → 낮과 밤 모두 운영","여름,산","낮,밤"
월출산 국화축제,꽃 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","가을, 자연 환경","낮,밤"
웰컴대학로 페스티벌,복합 문화 예술,상시,,,정보 없음,정보 부족,"봄,여름,가을","낮,밤"
웰컴투신관동,거리 예술,12:00~22:00,12,22,낮 중심,"운영시간 12:00~22:00 (총 10시간, 낮 6h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
"웰컴투조선: 너나, 나나 양반",역사 재현,10:00~19:00,10,19,낮 중심,"운영시간 10:00~19:00 (총 9시간, 낮 8h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
위대한 축구선수 100인 전,기타 문화예술,- 월요일~목요일 10:30~20:00 (입장 마감 19:30)- 금요일~일요일 / 공휴일 10:00~20:30 (입장 마감 20:00),10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
위클리 클래식 페스티벌,음악 축제,공연마다 상이하므로 홈페이지 참고,,,정보 없음,정보 부족,"봄,가을","낮,밤"
유기농데이,농산물 축제,11:00~17:00,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄, 가을",낮
유달산 봄축제,역사 인물 기념,11:00 ~ 17:00,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심",봄,낮
유라리 건맥축제,맥주/와인 축제,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","여름,가을","낮,밤"
유성국화축제,꽃 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
유성독서대전,문학/책 축제,10.11 - 11:00~21:0010.12 - 10:00~17:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
유성온천 크리스마스 축제,불꽃/빛 축제,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영",겨울,"낮,밤"
유성온천문화축제,시민 참여,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
유성재즈&맥주페스타,음악 축제,17:00~23:00,17,23,밤 중심,"운영시간 17:00~23:00 (총 6시간, 낮 1h, 밤 5h) → 밤 중심",여름,"낮,밤"
윤봉길 평화축제,역사 인물 기념,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
은평청년축제,커뮤니티 행사,14:00~19:00,14,19,낮 중심,"운영시간 14:00~19:00 (총 5시간, 낮 4h, 밤 1h) → 낮 중심","봄,가을","낮,밤"
음성품바축제,지역 고유 전통,09:00~21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
의령 홍의장군 축제,역사 인물 기념,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
의성 산수유마을 꽃맞이행사,꽃 축제,09:00~17:00,9,17,낮 중심,"운영시간 9:00~17:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",봄,낮
의성슈퍼푸드마늘축제,농산물 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,초여름","낮,밤"
의왕백운호수축제,바다/강 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
의왕어린이철도축제,과학 체험,10:00~20:00(체험프로그램 10:00 ~ 17:00),10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
의왕왕송호수 겨울축제,썰매/스케이트,"10:00 ~ 17:00, (13:00~14:00 점심시간)",10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
의정부 호원 벚꽃 페스타,꽃 축제,14:00~17:00,14,17,낮 중심,"운영시간 14:00~17:00 (총 3시간, 낮 3h, 밤 0h) → 낮 중심",봄,낮
의정부지 역사유적광장 전통무예행사,전통 의례/행사,15:20~16:30,15,16,낮 중심,"운영시간 15:00~16:00 (총 1시간, 낮 1h, 밤 0h) → 낮 중심","봄,가을",낮
의좋은 형제 축제,지역 고유 전통,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
이순신 순국제전,역사 재현,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",가을,낮
이순신의 명량해전 체험전,역사 교육,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","가을, 바다, 맑은 날씨",낮
이월드 블라썸 피크닉,꽃 축제,이월드 홈페이지 참조,,,정보 없음,정보 부족,봄,"낮,밤"
이월드 튤립 트래블,꽃 축제,10:30~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
이응신의 효(孝) 드림,전통 문화 체험,14:00~17:00,14,17,낮 중심,"운영시간 14:00~17:00 (총 3시간, 낮 3h, 밤 0h) → 낮 중심","봄,가을",낮
이천도자기축제,디자인/공예,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
이천백사 산수유꽃축제,꽃 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",봄,낮
이천인삼건강축제,농산물 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",가을,낮
이천체험문화축제,시민 참여,9:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
익산마한문화대전,역사 재현,11:00~18:00,11,18,낮 중심,"운영시간 11:00~18:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
익산백제 국가유산 야행,문화재 야행,18:00 ~ 23:00,18,23,밤 중심,"운영시간 18:00~23:00 (총 5시간, 낮 0h, 밤 5h) → 밤 중심","봄,가을",밤
익산시 김장체험한마당,음식/요리 축제,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",가을,낮
인제가을꽃축제,꽃 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
인천 영화 주간 2025,영화/영상 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
"인천, 사이언스 페스티벌",과학 체험,11:00~17:00,11,17,낮 중심,"운영시간 11:00~17:00 (총 6시간, 낮 6h, 밤 0h) → 낮 중심","봄,가을",낮
인천개항장 국가유산 야행,문화재 야행,18:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
인천과학대제전,과학 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
인천대공원 벚꽃축제,꽃 축제,12:00~21:00,12,21,낮 중심,"운영시간 12:00~21:00 (총 9시간, 낮 6h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
인천수학축전,과학 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
인천어린이과학관 과학피크닉,과학 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
인천어린이과학관 꿈꾸는 어린이,과학 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
인천여성영화제 20주년 회고전,영화/영상 축제,13:00~22:00,13,22,낮·밤 혼합,"운영시간 13:00~22:00 (총 9시간, 낮 5h, 밤 4h) → 낮과 밤 모두 운영",가을,"낮,밤"
인천펜타포트 락 페스티벌,음악 축제,10:00 ~ 22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
일러스타 페스 8,캐릭터/애니메이션,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",여름,낮
임실 옥정호 벚꽃축제,꽃 축제,10:00 ~ 17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,호수",낮
임실N치즈축제,기타 특산물,09:00~20:00,9,20,낮 중심,"운영시간 9:00~20:00 (총 11시간, 낮 9h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
임실N펫스타,커뮤니티 행사,10:00-20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
장수한우랑사과랑축제,농산물 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
장승포 신년해맞이 행사,일출/일몰 축제,06:00 ~ 08:00,6,8,낮 중심,"운영시간 6:00~8:00 (총 2시간, 낮 2h, 밤 0h) → 낮 중심",겨울,낮
장승포항 송년불꽃축제,불꽃/빛 축제,16:00 ~ 20:00,16,20,낮·밤 혼합,"운영시간 16:00~20:00 (총 4시간, 낮 2h, 밤 2h) → 낮과 밤 모두 운영","겨울,항구","낮,밤"
장안문거북시장 별주부전 ‘야장’,야시장/플리마켓,17:00~22:00,17,22,밤 중심,"운영시간 17:00~22:00 (총 5시간, 낮 1h, 밤 4h) → 밤 중심","봄, 여름, 가을",밤
장안문거북시장 새숱막축제,지역 상권,15:00 ~ 22:00,15,22,낮·밤 혼합,"운영시간 15:00~22:00 (총 7시간, 낮 3h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
장애인문화예술축제 A+ Festival,복합 문화 예술,13:00~20:30(이외장소 : 프로그램별 상이),13,20,낮 중심,"운영시간 13:00~20:00 (총 7시간, 낮 5h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
장항 맥문동 꽃 축제,꽃 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","여름,가을","낮,밤"
장항항 수산물 꼴갑축제,수산물 축제,10:00 ~ 18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,여름",낮
장화홍련 : 미로의 비밀,역사 재현,"""18:00 ~ 23:00 (좀비참가자) 14:30 ~ 23:00 (러너참가자) 18:00 ~ 23:00""",18,23,밤 중심,"운영시간 18:00~23:00 (총 5시간, 낮 0h, 밤 5h) → 밤 중심",가을,밤
전국돌문화축제,지역 고유 전통,2024.10.26~2024.10.27,,,정보 없음,정보 부족,"가을, 자연","낮,밤"
전국해양스포츠제전,낚시/해양,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심",여름,낮
전남 글로벌 인플루언서 페스티벌,커뮤니티 행사,15:00 ~ 21:00,15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
전남 세계 김밥 페스티벌,음식/요리 축제,10:30~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영",가을,"낮,밤"
전남GT,기타 아웃도어,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
전남세계관광문화대전 선포식,기타 도시 축제,18:30~21:30,18,21,밤 중심,"운영시간 18:00~21:00 (총 3시간, 낮 0h, 밤 3h) → 밤 중심","봄,가을",밤
전라관찰사의 탄생,전통 문화 체험,12:30~17:30,12,17,낮 중심,"운영시간 12:00~17:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
전라남도 정원페스티벌,꽃 축제,09:00~18:00,9,18,낮 중심,"운영시간 9:00~18:00 (총 9시간, 낮 9h, 밤 0h) → 낮 중심","봄,가을",낮
전북특별자치도 청년축제,시민 참여,15:00~21:00,15,21,낮·밤 혼합,"운영시간 15:00~21:00 (총 6시간, 낮 3h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
전설의 귀신 in 문경,기타 아웃도어,NOMAL TIME 15:00~19:00HARD TIME 19:30~22:00,15,19,낮 중심,"운영시간 15:00~19:00 (총 4시간, 낮 3h, 밤 1h) → 낮 중심",가을,"낮,밤"
전주 가맥축제,맥주/와인 축제,18:00~23:00,18,23,밤 중심,"운영시간 18:00~23:00 (총 5시간, 낮 0h, 밤 5h) → 밤 중심",여름,밤
전주 이팝나무 축제,꽃 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영",봄,"낮,밤"
전주국제그림책도서전,문학/책 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
전주국제한지산업대전,전통 공예/예술,10:00~18:00(일자별 상이),10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심","봄,가을",낮
전주독서대전,문학/책 축제,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
전주마당놀이 - 여의주,연극/뮤지컬,19:30 (60분),,,정보 없음,정보 부족,"봄,가을","낮,밤"
전주막걸리축제,전통주 축제,10:00~21:00,10,21,낮 중심,"운영시간 10:00~21:00 (총 11시간, 낮 8h, 밤 3h) → 낮과 밤 모두 운영","가을,전통적인 분위기","낮,밤"
전주부성길 보물찾기 대탐험,유적 탐방,16:00~20:00,16,20,낮·밤 혼합,"운영시간 16:00~20:00 (총 4시간, 낮 2h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
전주세계소리축제,음악 축제,09:00~21:00,9,21,낮 중심,"운영시간 9:00~21:00 (총 12시간, 낮 9h, 밤 3h) → 낮과 밤 모두 운영",가을,"낮,밤"
전통시장 청년상인 축제,지역 상권,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
전포커피축제,커피/차 축제,11:00~21:00,11,21,낮 중심,"운영시간 11:00~21:00 (총 10시간, 낮 7h, 밤 3h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
정관장 에브리타임 셀럽(Self-Love) 페스티벌,기타 도시 축제,11:00 ~ 22:00 (12.29(일)은 20:30 종료),11,22,낮 중심,"운영시간 11:00~22:00 (총 11시간, 낮 7h, 밤 4h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
정남진 장흥 물축제,바다/강 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",여름,"낮,밤"
정동문화축제,거리 예술,12:00~17:00,12,17,낮 중심,"운영시간 12:00~17:00 (총 5시간, 낮 5h, 밤 0h) → 낮 중심","봄,가을",낮
정동야행,문화재 야행,05.24 (금) 18:00~22:00시 / 05.25 (토) 14:00~22:00,18,22,밤 중심,"운영시간 18:00~22:00 (총 4시간, 낮 0h, 밤 4h) → 밤 중심","봄,가을",밤
정서진 피크닉 클래식,음악 축제,11:00~20:00,11,20,낮 중심,"운영시간 11:00~20:00 (총 9시간, 낮 7h, 밤 2h) → 낮과 밤 모두 운영","봄,가을","낮,밤"
정서진 해넘이 행사,일출/일몰 축제,16:00~20:00,16,20,낮·밤 혼합,"운영시간 16:00~20:00 (총 4시간, 낮 2h, 밤 2h) → 낮과 밤 모두 운영","겨울, 해변","낮,밤"
정선아리랑제,지역 고유 전통,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영","가을,산골","낮,밤"
정월대보름 달맞이축제,전통 의례/행사,15:00~19:20,15,19,낮 중심,"운영시간 15:00~19:00 (총 4시간, 낮 3h, 밤 1h) → 낮 중심",겨울,"낮,밤"
정월대보름 민속축제,전통 의례/행사,"안양천 신정교 하부 제1, 제2야구장",,,정보 없음,정보 부족,겨울,"낮,밤"
정월대보름 한마당,전통 의례/행사,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심",겨울,낮
정읍 물빛축제,음악 축제,14:00~22:00,14,22,낮·밤 혼합,"운영시간 14:00~22:00 (총 8시간, 낮 4h, 밤 4h) → 낮과 밤 모두 운영","가을, 수변 환경","낮,밤"
정읍 벚꽃축제,꽃 축제,10:00~22:00,10,22,낮 중심,"운영시간 10:00~22:00 (총 12시간, 낮 8h, 밤 4h) → 낮과 밤 모두 운영",봄,"낮,밤"
정읍사문화제,역사 인물 기념,nan,,,정보 없음,정보 부족,가을,"낮,밤"
정조효문화제,역사 재현,10:00~18:00,10,18,낮 중심,"운영시간 10:00~18:00 (총 8시간, 낮 8h, 밤 0h) → 낮 중심",가을,낮
제 16회 언리미티드 에디션 - 서울아트북페어 2024,문학/책 축제,일자별 상이,,,정보 없음,정보 부족,가을,"낮,밤"
제 19회 전북과학축전,과학 체험,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
제 24회 연기대첩제,역사 재현,11:00~12:00,11,12,낮 중심,"운영시간 11:00~12:00 (총 1시간, 낮 1h, 밤 0h) → 낮 중심","봄,가을",낮
제 7회 부천로봇경진대회,발명/창의,10:00~17:00,10,17,낮 중심,"운영시간 10:00~17:00 (총 7시간, 낮 7h, 밤 0h) → 낮 중심","봄,가을",낮
제10회 고양국제무용제,무용/퍼포먼스,19:30~,,,정보 없음,정보 부족,가을,"낮,밤"
제10회 대정암반수마농박람회,농산물 축제,10:00~20:00,10,20,낮 중심,"운영시간 10:00~20:00 (총 10시간, 낮 8h, 밤 2h) → 낮과 밤 모두 운영","봄,여름","낮,밤"
제10회 부천국제브레이킹대회(BIBC),무용/퍼포먼스,13:00~21:00,13,21,낮 중심,"운영시간 13:00~21:00 (총 8시간, 낮 5h, 밤 3h) → 낮과 밤 모두 운영","가을, 도시","낮,밤"
