FestivalName,ConditionName,ConditionDesc,camera_angle
서천국가유산야행,"**그림자 조각, 밤의 심원**","깊은 밤의 푸른색이 더욱 강조되어 고궁의 웅장한 실루엣을 부각시키고, 전통 조명은 건물 내부나 특정 요소만을 극적으로 비추어 빛과 그림자의 강한 대비를 연출합니다. 인물은 최소화하거나 멀리 배치하여 건축물의 아름다움과 밤의 고요하고 숭고한 분위기를 극대화한 예술적인 장면을 그려냅니다.",ground-level
서초뮤직앤아트페스티벌(SMAF),다이나믹 라이트 스펙트럼,"미디어 파사드와 건축 조명의 색상 팔레트와 애니메이션 패턴을 다양하게 변화시킵니다. 차분하고 은은한 단색 계열의 빛에서, 축제의 활기를 표현하는 화려하고 역동적인 다색 조명 쇼로 전환되며, 시각적 몰입감을 극대화합니다.",aerial
서초뮤직앤아트페스티벌(SMAF),인게이지먼트 스케일,"축제에 참여하는 사람들의 밀도와 활동성을 조절합니다. 여유롭게 작품을 감상하는 소규모 그룹부터, 활발하게 소통하고 교류하는 북적이는 인파까지, 관객들의 다채로운 참여 분위기를 다르게 연출하여 축제의 사회적 역동성을 보여줍니다.",ground-level
서초뮤직앤아트페스티벌(SMAF),어반 아트 심포니,"현대 건축물과 공공미술 작품, 그리고 푸른 밤하늘의 조화로운 연출에 집중합니다. 특정 작품이나 건축물을 중심에 두고, 주변 조명과 미디어 파사드가 이를 감싸듯 어우러지게 하여, 도시 경관 자체가 하나의 거대한 예술 작품이 되는 듯한 웅장하고 영감을 주는 장면을 강조합니다.",aerial
서초책있는거리 10월 북캠프,밤하늘 아래 고요한 독서,"맑고 깊은 가을 밤하늘의 별빛이 주된 광원이 되며, 인공 조명은 간헐적으로 빛나는 작은 전구 불빛이나 은은한 랜턴으로 최소화됩니다. 광활한 밤하늘 아래 고요히 자신만의 책에 몰두하는 개인의 모습과 차분하고 명상적인 분위기가 강조된 장면.",ground-level
서초책있는거리 10월 북캠프,활기찬 북마켓의 밤,"도심 속 야외 북마켓의 활기가 넘치는 야경입니다. 따뜻한 오렌지빛 조명 외에도 다양한 색상의 전구 불빛과 장식등이 풍성하게 어우러져 축제 분위기를 더합니다. 다채로운 책표지들이 시선을 사로잡고, 사람들이 자유롭게 책을 둘러보고 서로 대화하며 교류하는 밝고 생동감 있는 모습이 강조됩니다.",ground-level
서초책있는거리 10월 북캠프,아늑한 북캠프의 밤,"'북캠프'라는 이름처럼, 작은 텐트나 캐노피, 혹은 가림막으로 둘러싸인 아늑한 개별/소그룹 독서 공간들이 마련된 야경입니다. 주황빛 조명은 더욱 아늑하고 포근한 느낌을 주며, 사람들이 편안하게 앉거나 누워 책을 읽거나 소곤소곤 깊은 이야기를 나누는 지적이고 안락한 분위기가 강조된 장면.",ground-level
서초책있는거리 6월 북캉스,**별이 쏟아지는 심야** (Deep Night Under Falling Stars),,aerial
서초책있는거리 6월 북캉스,**이야기가 꽃피는 밤** (A Night Where Stories Blossom),,aerial
서초책있는거리 6월 북캉스,"**책의 미로, 빛의 정원** (Labyrinth of Books, Garden of Light)",,ground-level
서해 선셋 캠핑페스티벌,황홀한 서해 선셋 캠핑,"서해 바닷가 캠핑장에 붉게 물든 노을이 드리우는 극적인 순간. 해변을 따라 설치된 텐트와 캠프파이어 위로 마지막 햇살이 부서지며, 수평선 너머로 사라지는 태양의 웅장함을 담아낸다. 사람들은 석양을 배경으로 잔잔한 음악과 함께 여유를 즐기며, 점차 어둠이 깔리면서 캠프파이어와 스트링 라이트가 하나둘 밝아지는 전환의 분위기를 표현한다.",aerial
서해 선셋 캠핑페스티벌,별빛 쏟아지는 숲속 낭만 야영,"울창한 숲속 깊은 곳, 머리 위로 쏟아지는 은하수와 수많은 별들이 캠핑장을 고요하게 밝히는 장면. 빽빽한 나무들 사이로 걸린 다채로운 스트링 라이트가 아늑한 길을 만들고, 따뜻한 주황빛 캠프파이어 불꽃이 숲의 정적을 깨뜨린다. 자연 속에서 평화롭게 대화하며 별을 관측하는 사람들의 낭만적이고 평화로운 분위기를 강조한다.",ground-level
서해 선셋 캠핑페스티벌,활기 넘치는 캠핑 축제의 밤,"캠핑장 전체가 축제의 활기로 가득 찬 밤. 다양한 빛깔의 조명 장식과 다채로운 스트링 라이트가 밤하늘 아래 빛나고, 캠프파이어 주변으로 더 많은 사람들이 모여앉아 웃고 이야기하며 즐거운 시간을 보낸다. 임시 무대에서 흘러나오는 잔잔한 라이브 공연이나 DJ 음악이 어우러져, 낭만적이면서도 생동감 넘치는 축제 분위기를 극대화한다.",ground-level
석계역 달빛야시장,강변의 불꽃놀이,"도시의 강변을 배경으로 활기찬 야시장이 펼쳐지고, 멀리서 터지는 불꽃놀이가 밤하늘을 화려하게 수놓아 축제 분위기를 더욱 고조시킵니다. 강물에 비치는 불빛과 불꽃이 어우러져 낭만적이고 역동적인 야경을 연출합니다.",aerial
석계역 달빛야시장,골목길의 빈티지 감성,"오래된 골목길을 배경으로, 낡고 정겨운 상점들의 간판 불빛과 따뜻한 세피아 톤의 조명이 어우러져 아련하고 향수를 불러일으키는 빈티지 야시장의 모습을 연출합니다. 현대적인 요소는 최소화하고 고즈넉하고 아늑한 분위기를 강조합니다.",ground-level
석계역 달빛야시장,미식의 향연,"다양한 길거리 음식과 푸드트럭, 그리고 그 음식을 즐기는 사람들의 모습이 전면에 부각됩니다. 음식에서 피어오르는 김, 다채로운 재료들의 색감이 더욱 생생하게 표현되어, 오감을 자극하는 활기찬 야시장의 모습을 강조합니다.",ground-level
석계역 달빛야시장,비 온 뒤 촉촉한 밤,"비가 그친 촉촉한 밤, 젖은 노면과 상점 지붕에 반사되는 꼬마전구와 네온사인 불빛이 더욱 선명하고 영롱하게 빛납니다. 공기 중의 습기가 조명 빛을 번지게 하여 몽환적이고 서정적인 분위기를 자아냅니다.",ground-level
선농대제,장엄한 의례의 밤,"달빛이 선명하게 비추는 가운데, 제관들이 엄숙하게 의례를 진행하는 순간을 포착합니다. 차분하고 고요한 분위기 속에서 전통 복식의 섬세함과 의례의 웅장함이 부각되며, 주요 제단과 인물에 집중된 명확하고 경건한 조명이 특징입니다.",ground-level
선농대제,신비로운 달집 축연,"활활 타오르는 달집 불빛과 수많은 청사초롱이 어우러져 따뜻하고 신비로운 분위기를 연출합니다. 사람들이 자유롭게 축제를 즐기거나 담소를 나누는 모습이 강조되며, 불빛과 초롱이 만들어내는 그림자와 은은한 색감이 공간을 채워 포근하면서도 몽환적인 야경을 표현합니다.",ground-level
선농대제,새벽녘 고요한 여운,"밤샘 의례나 축제가 마무리되어가는 새벽녘, 여명이 밝아오기 시작하는 순간을 담아냅니다. 희미한 달빛과 함께 동이 터오는 푸른빛이 어우러져 차분하고 서정적인 분위기를 자아냅니다. 사람들은 하나둘 자리를 정리하거나 깊은 여운에 잠겨 있고, 꺼져가는 달집 불빛과 청사초롱은 고즈넉함을 더합니다.",ground-level
선인장&다육식물展,사막의 보석 (Desert Jewels),"밤하늘 아래, 날카로운 선인장과 다육식물의 독특한 실루엣이 강렬한 스포트라이트와 깊은 그림자로 대비를 이루며 신비로운 아름다움을 강조합니다. 빛이 질감과 형태를 극적으로 부각시켜 마치 살아있는 조각 작품처럼 보이게 하며, 주변의 은은한 LED 조명이 몽환적인 색감을 더해 이국적이고 웅장한 분위기를 연출합니다.",ground-level
선인장&다육식물展,별빛 다육 정원 (Starlight Succulent Garden),"부드러운 달빛과 다채로운 파스텔 톤의 LED 불빛이 다육식물의 섬세한 꽃봉오리나 잎사귀의 미묘한 색감을 은은하게 비춥니다. 꽃길을 따라 거니는 사람들의 실루엣이 아련하게 드리우며, 별이 쏟아지는 밤하늘 아래 고요하고 로맨틱한 분위기를 극대화하여, 마치 꿈속을 거니는 듯한 몽환적인 장면을 연출합니다.",ground-level
선인장&다육식물展,빛의 선인장 미로 (Luminous Cactus Maze),"방문객들이 거닐 수 있는 꽃길(선인장길)을 중심으로, 높고 다양한 형태의 선인장들이 LED 조명으로 빛나는 미로처럼 펼쳐집니다. 길을 따라 설치된 인터랙티브 조명과 안개 효과가 신비로움을 더하며, 빛과 그림자가 어우러져 깊이감 있는 공간감을 선사합니다. 역동적인 시선으로 축제의 규모와 체험 요소를 강조하여 활기찬 분위기를 연출합니다.",ground-level
설 맞이 어울마당,설경 속 따스한 등불,"밤새 내린 고요한 설경 위로, 전통 등불의 따스한 주황빛과 노란빛이 더욱 선명하게 빛나며 고즈넉하면서도 설렘 가득한 설날 밤의 정취를 강조합니다. 눈발이 간헐적으로 날리거나 쌓인 눈 위로 발자국이 선명하게 표현될 수 있습니다.",aerial
설 맞이 어울마당,활기찬 민속놀이의 장,"다채로운 빛깔의 등불과 조명이 군중이 모인 민속놀이 마당에 집중적으로 비치며, 팽이치기, 투호, 윷놀이 등 활기찬 놀이를 즐기는 사람들의 표정과 움직임을 생동감 있게 담아냅니다. 역동적인 구도와 함께 축제의 에너지가 더욱 강조됩니다.",ground-level
설 맞이 어울마당,"만인 행렬, 빛의 강물","한옥 마을의 주요 거리를 따라 길게 늘어선 전통 등불과 횃불이 장엄한 빛의 흐름을 만들어내고, 화려한 한복을 입은 퍼레이드 행렬이 그 길을 따라 이동하는 웅장한 장면을 연출합니다. 광각 시점과 높은 채도로 축제의 웅장함과 스펙터클이 극대화됩니다.",aerial
설맞이 작은문화축전,고즈넉한 밤의 정취,"부드럽게 퍼지는 호롱불과 붉은 청사초롱의 따뜻한 빛이 전통 한옥과 고궁의 밤을 감싸며, 차분하고 서정적인 분위기를 연출합니다. 인물들은 조용히 전통 체험에 몰입하며, 깊은 밤하늘의 푸른색이 평화로움을 더하는 고요하고 명상적인 장면을 묘사합니다.",ground-level
설맞이 작은문화축전,활기찬 설맞이 체험,"청사초롱과 다채로운 조명들이 전통 체험 공간을 밝히고, 한복을 입은 사람들이 윷놀이나 제기차기 등 설맞이 전통 놀이에 적극적으로 참여하는 모습이 강조됩니다. 한국적인 오색 단청의 색감이 더욱 선명하게 부각되며, 축제의 활기와 교육적인 즐거움이 느껴지는 동적인 장면을 연출합니다.",ground-level
설맞이 작은문화축전,신비로운 고궁의 야경,"깊은 밤하늘 아래 고궁의 웅장한 실루엣이 은은한 조명과 어둠 속에서 더욱 신비롭게 드러납니다. 붉은 청사초롱이 길을 밝히고, 한복을 입은 인물들이 고궁의 역사를 탐험하듯 거니는 모습이 몽환적인 분위기를 자아냅니다. 겨울밤 특유의 차분하면서도 고결한 느낌과 함께 신비로움이 극대화된 장면을 표현합니다.",ground-level
설화예술제,환상적인 미디어 파사드,"도시의 현대적인 건축물들이 거대한 디지털 캔버스로 변모하여, 유동적이고 테마성 있는 미디어 파사드 아트가 끊임없이 변화하며 환상적인 시각적 서사를 펼칩니다. 조명은 미디어 콘텐츠와 완벽하게 동기화되어, 몰입감 있고 예술적인 빛의 연출을 통해 관람객에게 깊은 영감을 주는 야경을 선사합니다.",aerial
설화예술제,몽환적인 빛의 정원,"공공미술 작품들이 부드럽고 몽환적인 발광 조명 아래 고요히 빛나며, 마치 푸른 밤 속 피어나는 설화(雪花)처럼 섬세한 아름다움을 강조합니다. 도심 속 고요하고 명상적인 공간이 조성되어, 방문객들이 예술 작품과 깊이 교감하며 영감을 얻을 수 있는 차분하고 서정적인 분위기를 연출합니다.",ground-level
설화예술제,활기찬 도시의 빛 축제,"다채로운 조명과 레이저 쇼, 역동적인 건축물 업라이팅이 도시 전체를 휘감아 활기찬 축제 분위기를 극대화합니다. 다양한 연령대의 사람들이 북적이며 예술과 상호작용하는 모습을 강조하고, 풍부하고 생동감 있는 색감의 조명들이 밤하늘과 어우러져 에너지 넘치고 즐거운 축제의 야경을 만들어냅니다.",aerial
성남동 커피페스티벌,도심 속 불빛 카페 거리,"활기찬 도심의 밤, 따뜻한 전구 조명 아래 아늑한 야외 테이블에서 사람들이 커피와 디저트를 즐기는 모습. 다채로운 간판 불빛과 부드러운 배경의 보케 효과가 어우러져 도시의 낭만과 여유를 강조합니다.",ground-level
성남동 커피페스티벌,고즈넉한 공원 달빛 아래,"녹음 짙은 공원 행사장에서, 은은한 달빛과 간접등 아래 사람들이 삼삼오오 모여 차를 마시며 깊은 대화를 나누는 정적인 분위기. 자연 친화적인 목재 가구와 풀 내음이 느껴지는 배경이 편안함과 평온함을 선사합니다.",ground-level
성남동 커피페스티벌,아련한 불빛 몽환 야경,"밤이 깊어질수록 더욱 선명해지는 부드러운 보케 효과와 따뜻한 주황빛/갈색 계열의 조명이 주를 이루는 장면. 인물과 사물 주변에 퍼지는 빛의 번짐이 아늑하고 몽환적인 분위기를 연출하며, 향긋한 커피 향이 시각적으로도 느껴지는 듯한 감성적인 순간을 포착합니다.",ground-level
성남페스티벌,몰입형 미래 도시의 밤,"관람객의 시점에서 펼쳐지는 압도적인 미디어 아트 경험을 강조합니다. 도시의 마천루와 구조물이 거대한 캔버스가 되어 디지털 프로젝션과 홀로그램이 사방에서 쏟아지며, 네온과 일렉트릭 블루가 지배하는 강렬한 색감으로 빛의 터널을 걷는 듯한 느낌을 부각시킵니다.",ground-level
성남페스티벌,고대 유적 속 신비로운 빛의 향연,오래된 유적지의 고풍스러운 돌벽 위로 현대적인 미디어 아트 프로젝션이 겹쳐지며 과거와 미래가 공존하는 듯한 신비로운 분위기를 연출합니다. 마젠타와 보랏빛 조명이 안개처럼 퍼져나가며 몽환적이고 경외감 넘치는 공간감을 선사합니다.,ground-level
성남페스티벌,스카이라인을 수놓은 빛의 오케스트라,드론 시점이나 높은 곳에서 바라본 도시 전체의 스카이라인과 그 위로 펼쳐진 미디어 아트의 웅장한 전경을 강조합니다. 다채로운 LED 조명과 레이저 쇼가 밤하늘을 가로지르며 역동적이고 화려한 빛의 향연을 이루는 장면을 연출하여 축제의 규모와 스펙터클함을 보여줍니다.,aerial
성동구 구립도서관 북 페스티벌,고요한 사색의 밤,"사람들이 드문드문 앉아 각자의 책에 몰두하며 깊은 사색에 잠긴 모습. 조명은 더욱 부드럽고 차분하게 빛나며, 잔잔한 배경 음악이 흐르는 듯한 정적인 분위기 속에서 고요하고 지적인 영감을 강조하는 장면.",indoor
성동구 구립도서관 북 페스티벌,황혼의 북마켓,"해질녘의 푸른빛이 희미하게 남아있는 하늘 아래, 따뜻한 주황빛 전구 조명이 막 켜지기 시작하며 낮과 밤의 경계에 있는 몽환적이고 서정적인 분위기를 연출. 좀 더 자연광과 인공광이 조화롭게 어우러져 아늑함을 더하는 야경.",ground-level
성동구 구립도서관 북 페스티벌,북적이는 지식의 광장,"다양한 사람들이 삼삼오오 모여 책에 대해 이야기하고 웃음꽃을 피우며 활기차게 교류하는 모습. 조명은 전체적으로 더욱 밝고 풍성하게 공간을 비추며, 축제의 생동감과 지적 소통의 에너지를 강조하는 역동적인 야경.",ground-level
성북 MOA 마켓,골목길 불빛 아래,"오래된 골목을 배경으로, 꼬마전구의 주황색과 노란색 불빛이 아치형 캐노피처럼 길게 드리워져 아늑함을 더합니다. 인파는 다소 적지만, 상인과 손님 간의 정겨운 대화와 수공예품을 살펴보는 섬세한 손길에 초점을 맞춰 따뜻하고 친밀한 분위기를 강조합니다.",ground-level
성북 MOA 마켓,강변의 축제 야경,"넓은 강변이나 광장을 배경으로, 형형색색의 상점 조명과 꼬마전구가 밤하늘과 어우러져 화려하고 역동적인 스카이라인을 형성합니다. 북적이는 인파 속에서 다채로운 먹거리와 공연을 즐기는 활기찬 군중의 모습이 넓은 시야에서 펼쳐져 축제의 웅장함과 생동감을 극대화합니다.",aerial
성북 MOA 마켓,꿈결 같은 빛의 유영,"전체적인 조명과 색감을 판타지적이고 몽환적인 톤으로 강조합니다. 꼬마전구와 상점 조명들이 밤공기 속에서 부드럽게 빛을 뿜어내며 마치 수채화처럼 번지는 듯한 효과를 줍니다. 사람들의 모습은 실루엣으로 처리되거나 은은하게 빛에 감싸여, 비현실적이면서도 아름다운 축제의 순간을 포착합니다.",ground-level
성북 책모꼬지 <성북은_도서관>,심야의 서재,"밤하늘이 더욱 깊고 어두워져 따뜻한 주황빛 인공 조명의 대비가 극대화된 장면. 사람들의 움직임이 최소화되고, 몇몇 인물들이 각자의 책에 깊이 몰두하여 고요하고 사색적인 분위기가 강조됩니다. 전반적으로 색조가 더 차분하고 깊이가 느껴지며, 책과 조명에 집중된 클로즈업 샷들이 포함될 수 있습니다.",indoor
성북 책모꼬지 <성북은_도서관>,도심 속 문학 살롱,"도심의 활기찬 분위기 속에 문학 축제가 자연스럽게 어우러진 장면. 은은한 조명 아래 몇몇 사람들이 삼삼오오 모여 책에 대한 이야기를 나누거나, 작은 강연 혹은 낭독회가 진행되는 모습을 보여줍니다. 배경으로 도시의 건물들이 은은하게 빛나며 비치고, 좀 더 역동적이면서도 지적인 교류가 활발한 분위기를 연출합니다.",ground-level
성북 책모꼬지 <성북은_도서관>,책으로 물든 밤하늘,"축제 공간을 위에서 내려다보는 시점(Bird's eye view 또는 High-angle shot)으로, 다채로운 책표지들과 곳곳의 전구 불빛이 만들어내는 패턴이 밤하늘 아래 펼쳐진 거대한 예술 작품처럼 보이도록 연출합니다. 다양한 색감의 책들이 공간을 가득 채우고, 조명은 밤하늘의 별처럼 반짝이며, 축제의 전체적인 규모와 아름다움을 강조합니다.",aerial
성북거리문화축제 <다다페스타>,관객과 호흡하는 무대,"버스커와 관객 간의 친밀한 교감에 초점을 맞춰, 관객의 표정, 버스커의 제스처, 그리고 그 사이를 흐르는 에너지를 클로즈업 또는 미디엄 샷으로 강조합니다. 무대와 객석의 경계가 허물어진 듯한 따뜻하고 생동감 넘치는 장면을 연출합니다.",ground-level
성북거리문화축제 <다다페스타>,도시의 밤을 수놓는 빛,"도시의 네온사인, 간판, 가로등 불빛과 무대 조명이 어우러져 만들어내는 다채로운 색감의 향연을 표현합니다. 특정 색상(예: 푸른색, 붉은색)이 지배적이거나 여러 색이 조화롭게 섞여 밤거리를 예술적인 캔버스처럼 물들이는 모습을 연출합니다.",aerial
성북거리문화축제 <다다페스타>,활기 넘치는 축제의 열기,"수많은 인파 속에서 공연을 즐기는 관객들의 역동적인 움직임과 열정적인 분위기를 강조합니다. 공중에 흩날리는 빛가루, 활짝 웃는 얼굴, 함께 박수치고 환호하는 모습 등을 통해 축제의 최고조에 달한 에너지를 시각적으로 표현합니다.",ground-level
성북세계음식축제 누리마실,황혼의 미식 서막,"아직 하늘에 푸른빛이 감도는 황혼녘, 축제 조명들이 서서히 빛을 발하기 시작하며 낮과 밤의 경계에서 더욱 몽환적이고 부드러운 분위기를 연출합니다. 사람들로 북적이기 시작하는 초저녁의 설렘이 느껴집니다.",ground-level
성북세계음식축제 누리마실,인파 속 활력,"축제의 절정으로, 거리 전체가 발 디딜 틈 없이 수많은 인파로 가득 차 있습니다. 다양한 국적의 사람들이 어깨를 부딪치며 음식을 즐기고 활발히 교류하는 모습이 역동적이고 생기 넘치는 에너지를 최고조로 보여줍니다.",ground-level
성북세계음식축제 누리마실,미식의 향연,"노점의 따뜻한 조명 아래, 각국의 독특하고 화려한 음식들이 클로즈업되어 시선을 사로잡습니다. 김이 모락모락 피어나는 요리, 정교한 플레이팅, 식재료의 질감이 생생하게 드러나며 미각을 자극하는 디테일에 집중합니다.",ground-level
성주가야산황금들녘메뚜기축제,활기찬 메뚜기 탐험,"야간 축제의 활기찬 면모를 강조합니다. 체험 부스와 들판의 조명이 더욱 밝고 다채롭게 빛나며, 아이들이 메뚜기 잡기나 다른 농촌 체험 활동에 적극적으로 참여하는 모습이 강조된 장면을 연출합니다. 즐거운 웃음소리와 함께 축제의 역동적인 에너지가 느껴지는 분위기를 표현합니다.",ground-level
성주가야산황금들녘메뚜기축제,고요한 들녘의 속삭임,"축제 밤의 고요하고 서정적인 분위기를 중점적으로 표현합니다. 인공 조명은 최소화하고, 밤하늘의 별빛과 멀리서 비추는 달빛, 그리고 들판에 은은하게 퍼지는 조명이 어우러져 더욱 평화로운 느낌을 연출합니다. 체험 활동은 마무리되고 가족들이 함께 모여 자연의 소리에 귀 기울이는 정적인 순간을 강조합니다.",ground-level
성주가야산황금들녘메뚜기축제,황금빛 만찬의 들녘,"축제의 따뜻한 공동체적 분위기를 강조합니다. 들판에 마련된 긴 테이블에 가족들이 모여 앉아 함께 저녁 식사를 하거나 간식을 나누는 모습을 표현합니다. 따뜻한 주황색/노란색 조명이 테이블 위 음식과 사람들의 얼굴을 비추며, 들판은 배경으로 은은하게 빛나는 '황금 들녘'의 이미지를 강조하여 정겹고 풍요로운 느낌을 전달합니다.",ground-level
성주참외&생명문화축제,풍요로운 수확의 진열,"주렁주렁 매달린 참외와 오색빛깔 농산물 진열대를 중심으로, 따뜻한 조명이 농산물의 싱싱한 색감을 더욱 돋보이게 하는 클로즈업 또는 미드샷. 활기찬 시장 분위기 속에서 농산물을 구경하거나 구매하는 사람들의 손길과 미소가 강조된다.",ground-level
성주참외&생명문화축제,별빛 아래 전통의 숨결,"축제장 배경에 전통적인 건축물이나 자연 경관을 넓게 담아내고, 은은한 등불과 전구 조명이 공간을 은은하게 밝히는 와이드샷. 밤하늘의 별빛이 축제 분위기와 어우러져 고요하면서도 신비로운, 성주의 문화적 깊이를 강조하는 야경.",aerial
성주참외&생명문화축제,정겨운 사람들의 이야기,"축제를 즐기는 다양한 연령대의 사람들이 모여 웃고 대화하며, 음식을 나누는 모습을 중심으로 한 렌더링. 따뜻한 조명 아래서 서로 교감하는 사람들의 표정과 동작이 생생하게 포착되며, 가족이나 친구들과 함께하는 정겹고 활기찬 축제의 순간을 강조한다.",ground-level
세계 요가의 날 on 남이섬,달빛의 속삭임 (Whispers of Moonlight),"초승달이 드리운 고요한 밤하늘 아래, 호수 위로 은은하게 반짝이는 달빛이 주된 광원이 된다. 옅은 안개 또는 물안개가 수면과 숲 가장자리를 감싸며 더욱 신비롭고 영적인 분위기를 연출하고, 따뜻한 간접 조명은 최소화되어 달빛의 순수함과 고요함을 강조한다. 명상하는 인물들은 실루엣으로 처리되어 자연과의 일체감을 부각시킨다.",aerial
세계 요가의 날 on 남이섬,내면의 등불 (Inner Lantern),"보름달이 아닌 약간 흐린 밤하늘 아래, 달빛은 은은하게 존재하지만 따뜻한 주황색 간접 조명이 숲 속 나무 사이나 명상 공간 주변에서 더욱 두드러진다. 조명은 명상하는 인물들의 평화로운 표정을 부드럽게 비추고, 주변 자연 요소들을 아늑하게 감싸는 역할을 한다. 호수나 강가의 물결은 잔잔하게 반사되며 따뜻한 빛을 증폭시키고, 숲 속의 포근하고 안정적인 분위기를 강조하여 내면의 평화를 집중적으로 유도한다.",ground-level
세계 요가의 날 on 남이섬,별빛 요가 (Starlight Yoga on Nami),"메타세콰이어 길 끝 또는 호수 변에 위치한 개방된 공간에서 펼쳐지는 장면을 연출한다. 푸른 보라색 밤하늘은 별들이 총총히 박혀 더욱 선명하게 표현되고, 달은 초승달 형태로 한쪽 구석에 자리 잡는다. 따뜻한 주황색 조명은 인물 주변의 바닥이나 낮은 구조물에서 올라와 은은한 후광을 만들고, 주변 자연은 실루엣으로 대비되어 밤하늘의 장엄함과 인물들의 고요한 명상 자세를 돋보이게 한다. 남이섬의 상징적인 자연 요소를 배경으로 하여 장소성을 강조한다.",ground-level
세계꽃 · 문화관광축제 호수야 놀자,호수의 빛나는 꽃길,"호수 표면에 꽃길의 다채로운 조명과 LED 불빛이 반사되어, 물결 따라 일렁이는 몽환적인 빛의 잔상을 연출합니다. 물안개가 피어오르며 빛과 꽃이 호수와 어우러져 더욱 신비롭고 깊이 있는 야경을 표현합니다.",ground-level
세계꽃 · 문화관광축제 호수야 놀자,찬란한 꽃들의 향연,"꽃길을 따라 설치된 LED 조명들이 음악에 맞춰 다채로운 색상과 패턴으로 변화하며, 꽃잎의 섬세한 질감과 색감을 극대화합니다. 활기찬 빛의 연출이 꽃들의 생동감을 더하고, 축제의 즐거움을 시각적으로 표현하는 화려하고 역동적인 분위기를 연출합니다.",ground-level
세계꽃 · 문화관광축제 호수야 놀자,몽환적인 달빛 산책,"밤하늘의 달빛과 별빛이 은은하게 내려앉아, 인공조명의 강렬함 대신 자연광과 어우러진 부드러운 분위기를 연출합니다. 꽃길을 따라 걷는 사람들의 실루엣이 더욱 감성적으로 표현되며, 빛과 그림자가 만들어내는 섬세한 대조 속에서 고요하고 로맨틱한 야경을 강조합니다.",ground-level
세계를 품은 인천교육 한마당,Urban Tech Harmony,현대적인 도시 야경 속에 미래 기술이 부드럽게 스며든 풍경. 푸른빛과 보라빛 LED 조명은 도시의 기존 건축물과 조화롭게 어우러져 은은하고 따뜻한 빛을 발산합니다. 다양한 연령대의 사람들이 기술을 통해 교류하며 희망차고 포용적인 미래 교육의 분위기를 강조합니다.,aerial
세계를 품은 인천교육 한마당,Neon Future Spectacle,"첨단 기술의 압도적인 시각적 향연이 펼쳐지는 풍경. 극도로 역동적인 푸른빛과 보라빛 디지털 미디어 조명이 도시 전체를 뒤덮으며, 거대한 홀로그램과 건물 외벽을 수놓은 화려한 프로젝션이 시선을 강탈합니다. 혁신적이고 활기 넘치는 기술 그 자체가 주인공이 되어 미래 교육의 스펙터클을 표현합니다.",aerial
세계를 품은 인천교육 한마당,Immersive Learning Hub,"개별 참여자의 인터랙티브 경험에 초점을 맞춘 풍경. 관람객들이 홀로그램 디스플레이나 투명 스크린 등 첨단 장비에 몰입하여 학습하는 모습을 클로즈업합니다. 조명은 각 체험 부스를 밝히는 데 집중되어 사용자 중심의 혁신적이고 개인화된 교육 환경을 부각하며, 다른 요소들은 부드럽게 배경으로 처리됩니다.",indoor
세계예술인한반도평화대회,미디어 파사드 & 조명 연출 테마,"현대 건축물의 미디어 파사드 콘텐츠와 다채로운 조명의 색상 팔레트 및 동적인 패턴을 변경합니다. '푸른 밤' 배경 위에서 환상적인 빛의 스펙트럼(예: 활기찬 원색, 은은한 파스텔톤, 미래적인 사이버펑크)을 달리하여, 축제의 전반적인 활기와 영감을 주는 분위기를 조절합니다.",aerial
세계예술인한반도평화대회,관람객 활동 및 소통 양상,"다양한 연령대의 관람객들이 공공미술 작품 주변에서 상호작용하는 모습(예: 소규모 그룹의 대화, 작품 감상에 몰두, 자유로운 이동, 퍼포먼스 참여)의 밀도와 동선을 변화시킵니다. 이를 통해 활기찬 축제 분위기 속에서 예술과 사람들의 '소통'이라는 핵심 요소를 강조합니다.",ground-level
세계예술인한반도평화대회,도시 경관의 예술적 변주,"도심 속 현대 건축물의 실루엣과 공공미술 작품의 형태에 미묘한 변화를 주어, 공간이 주는 예술적 분위기를 조절합니다. (예: 건축물 외벽에 비추는 빛의 질감, 특정 조형물의 재질감 강조, 조형물의 규모 변화) '푸른 밤'과 어우러지는 도시의 풍부한 색감과 대비를 다르게 표현합니다.",aerial
세계예술인한반도평화대회,평화 메시지의 시각적 강조,"축제의 활기찬 분위기 속에 '평화'라는 주제를 시각적으로 녹여내는 방식에 변화를 줍니다. 미디어 파사드나 조명 콘텐츠에 평화를 상징하는 은유적 이미지(예: 조화로운 패턴, 연결된 선, 밝고 온화한 색조의 빛)를 삽입하여, 축제가 전달하고자 하는 깊이 있는 영감과 메시지를 부각합니다.",aerial
세계음악극 페스티벌,**환상극 무대 집중 (Fantasy Play Stage Focus)**,"화려한 무대 조명과 배우, 인형들의 역동적인 움직임에 시각적 초점을 맞춥니다. 배경의 전통 등불과 도시 불빛은 은은하게 빛나며 공연의 마법 같은 분위기를 극대화하는 보조적 요소로 작용하여, 관객의 시선이 오직 무대 위 꿈과 상상력에 집중되도록 합니다.",indoor
