festival_name,category,detailed_category,prohibited_behaviors
양산삽량문화축전,전통문화형,국악 공연 관람 예절,"제사(제례) 사진 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화재 자전거 킥보드,인화성 물질 반입,공연 중 대화,사찰 흡연 구역,제례 중 이동,출입금지 구역 침입,관람 제한 구역,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
어린이 가족문화축제 하우펀 11,전통문화형,기타 전통문화,"삼각대 금지 박물관,셀카봉 주의,유튜브 촬영 금지,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,박물관 큰 가방,문화재 자전거 킥보드,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,박물관 휴대폰 통화,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,박물관 포토라인,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
여주도자기축제,전통문화형,전통 공방 체험 주의사항,"상업용 촬영 허가,공연 중 촬영 금지,박물관 큰 가방,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 낙서 처벌,출입금지 구역 침입,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
여행가는 가을 문화관광축제 홍보 기획전,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,공연 중 촬영 금지,인화성 물질 반입,공연 중 대화,전시물 만지기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
연수 능허대 문화축제,전통문화형,기타 전통문화,"한복 무단 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,수문장 교대식 방해,안내 요원 지시 불이행"
영덕 문화유산 야행,전통문화형,기타 전통문화,"국보급 문화재 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,궁궐 애완동물 반입,문화재 자전거 킥보드,인화성 물질 반입,궁궐 음주,공연 중 대화,한옥마을 밤 소음,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,한옥마을 사유지 침입,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
영동난계국악축제,전통문화형,국악 공연 관람 예절,"한복 무단 촬영,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,셀카봉 주의,인화성 물질 반입,공연장 냄새나는 음식,문화재 자전거 킥보드,박물관 휴대폰 통화,사찰 법당 휴대폰 벨소리,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
영암왕인문화축제,전통문화형,고분군 방문 예절,"제사(제례) 사진 촬영,국보급 문화재 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,문화재 자전거 킥보드,인화성 물질 반입,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,제례 중 이동,출입금지 구역 침입,관람 제한 구역,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
영주 한국선비문화축제,전통문화형,향교 서원 예절,"제사(제례) 사진 촬영,한복 무단 촬영,국보급 문화재 촬영,삼각대 금지 박물관,셀카봉 주의,유튜브 촬영 금지,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,한복 훼손,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,박물관 휴대폰 통화,공연 중 대화,한옥마을 밤 소음,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,한옥 대문 열어보기,한옥 문고리 파손,궁궐 꽃 꺾기,사찰 흡연 구역,제례 중 이동,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,박물관 포토라인,한옥마을 사유지 침입,공사장 위험 구역,관광지 무단 투기,한옥마을 쓰레기 처리,축제장 분리수거,길거리 음식 쓰레기,전통 찻집 외부 음식,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
오늘전통축제,전통문화형,기타 전통문화,"""한복 무단 촬영"",""셀카봉 주의"",""상업용 촬영 허가"",""공연 중 촬영 금지"",""한복 훼손"",""박물관 큰 가방"",""인화성 물질 반입"",""전시장 내부 물"",""공연장 냄새나는 음식"",""공연 중 대화"",""박물관 아이들 소음"",""전시물 만지기"",""전시관 동선 역주행"",""출입금지 구역 침입"",""관람 제한 구역"",""박물관 포토라인"",""축제장 분리수거"",""길거리 음식 쓰레기"",""공연자 만지기"",""안내 요원 지시 불이행"""
오대산문화축전,전통문화형,불교 행사 사진 촬영,"스님 사진 촬영,제사(제례) 사진 촬영,법당 내부 촬영 금지,불상 사진 금지,국보급 문화재 촬영,삼각대 금지 박물관,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,사찰 노출 복장,법당 모자 착용,법당 신발 착용,박물관 큰 가방,문화재 자전거 킥보드,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,박물관 휴대폰 통화,사찰 법당 휴대폰 벨소리,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,법당 눕기,제례 중 이동,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,사찰 스님 거주 공간,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,전통 찻집 외부 음식,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
외암민속마을 짚풀문화제,전통문화형,한옥마을 주민 사생활,"제사(제례) 사진 촬영,한복 무단 촬영,국보급 문화재 촬영,삼각대 금지 박물관,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,한복 훼손,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,한옥마을 밤 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,한옥 대문 열어보기,한옥 문고리 파손,궁궐 꽃 꺾기,사찰 흡연 구역,제례 중 이동,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,한옥마을 사유지 침입,관광지 무단 투기,한옥마을 쓰레기 처리,축제장 분리수거,길거리 음식 쓰레기,전통 찻집 외부 음식,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
울산119안전문화축제,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,공연 중 촬영 금지,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,인화성 물질 반입,궁궐 음주,공연 중 대화,박물관 아이들 소음,전시물 만지기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,박물관 포토라인,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
원주문화의거리 치맥축제,전통문화형,전통 시장 관광객 팁,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,한옥마을 밤 소음,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,한옥마을 사유지 침입,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
원주시 반려동물 문화행사  애니멀 대학,전통문화형,기타 전통문화,"셀카봉 주의,유튜브 촬영 금지,상업용 촬영 허가,공연 중 촬영 금지,문화 해설 중 녹음,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,박물관 아이들 소음,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
유성온천문화축제,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,문화재 자전거 킥보드,인화성 물질 반입,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,한옥마을 밤 소음,전시물 만지기,궁궐 꽃 꺾기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,한옥마을 사유지 침입,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
의정부지 역사유적광장 전통무예행사,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,문화재 자전거 킥보드,인화성 물질 반입,궁궐 음주,공연 중 대화,문화재 기대기,문화재 낙서 처벌,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,공연자 만지기,안내 요원 지시 불이행"
이천도자기축제,전통문화형,전통 공방 체험 주의사항,"상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,박물관 큰 가방,문화재 자전거 킥보드,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,박물관 휴대폰 통화,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,박물관 포토라인,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
이천체험문화축제,전통문화형,전통 공방 체험 주의사항,"셀카봉 주의,상업용 촬영 허가,공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,출입금지 구역 침입,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
익산마한문화대전,전통문화형,고분군 방문 예절,"제사(제례) 사진 촬영,한복 무단 촬영,국보급 문화재 촬영,삼각대 금지 박물관,셀카봉 주의,유튜브 촬영 금지,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,한복 훼손,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,박물관 휴대폰 통화,공연 중 대화,한옥마을 밤 소음,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,제례 중 이동,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,박물관 포토라인,왕릉 능침 올라가기,한옥마을 사유지 침입,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,수문장 교대식 방해,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
전국돌문화축제,전통문화형,전통 공방 체험 주의사항,"상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,공연 중 대화,전시물 만지기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,공사장 위험 구역,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
전남세계관광문화대전 선포식,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,전시물 만지기,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
전주국제한지산업대전,전통문화형,전통 공방 체험 주의사항,"""국보급 문화재 촬영"",""삼각대 금지 박물관"",""셀카봉 주의"",""상업용 촬영 허가"",""공연 중 촬영 금지"",""문화 해설 중 녹음"",""박물관 큰 가방"",""인화성 물질 반입"",""전시장 내부 물"",""공연장 냄새나는 음식"",""박물관 휴대폰 통화"",""공연 중 대화"",""박물관 아이들 소음"",""전시물 만지기"",""문화재 기대기"",""문화재 낙서 처벌"",""전시관 동선 역주행"",""출입금지 구역 침입"",""관람 제한 구역"",""박물관 포토라인"",""관광지 무단 투기"",""축제장 분리수거"",""공연자 만지기"",""문화 해설사 방해"",""안내 요원 지시 불이행"""
전통시장 청년상인 축제,전통문화형,전통 시장 관광객 팁,"셀카봉 주의,유튜브 촬영 금지,상업용 촬영 허가,공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
정동문화축제,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,박물관 휴대폰 통화,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,수문장 교대식 방해,문화 해설사 방해,안내 요원 지시 불이행"
정월대보름 민속축제,전통문화형,국악 공연 관람 예절,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,인화성 물질 반입,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
정읍사문화제,전통문화형,국악 공연 관람 예절,"제사(제례) 사진 촬영,한복 무단 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,한복 훼손,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,문화재 기대기,문화재 낙서 처벌,제례 중 이동,출입금지 구역 침입,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
정조효문화제,전통문화형,왕릉 관람 주의사항,"제사(제례) 사진 촬영,한복 무단 촬영,국보급 문화재 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,문화재 자전거 킥보드,인화성 물질 반입,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,제례 중 이동,출입금지 구역 침입,왕릉 능침 올라가기,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,수문장 교대식 방해,안내 요원 지시 불이행"
제24회 경로국악 대공연 The Present,전통문화형,국악 공연 관람 예절,"공연 중 촬영 금지,박물관 큰 가방,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,출입금지 구역 침입,축제장 분리수거,공연자 만지기,안내 요원 지시 불이행"
제3회 발달장애인 문화예술페스티벌,전통문화형,기타 전통문화,"상업용 촬영 허가,공연 중 촬영 금지,셀카봉 주의,박물관 큰 가방,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,공연 중 대화,출입금지 구역 침입,관람 제한 구역,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
제주마 입목 문화축제,전통문화형,기타 전통문화,"국보급 문화재 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,문화재 자전거 킥보드,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
제주민속촌 감물 및 봉숭아 물들이기 체험행사,전통문화형,전통 공방 체험 주의사항,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,한복 훼손,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,인화성 물질 반입,궁궐 음주,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,한옥 대문 열어보기,궁궐 꽃 꺾기,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
제주민속촌 국화축제,전통문화형,기타 전통문화,"국보급 문화재 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,한복 훼손,궁궐 애완동물 반입,문화재 자전거 킥보드,인화성 물질 반입,궁궐 음주,전시물 만지기,문화재 기대기,문화재 낙서 처벌,한옥 대문 열어보기,한옥 문고리 파손,궁궐 꽃 꺾기,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
제주민속촌 수국축제,전통문화형,한복 체험 예절,"""한복 무단 촬영"",""셀카봉 주의"",""상업용 촬영 허가"",""드론 촬영 허가 문화재"",""공연 중 촬영 금지"",""한복 훼손"",""궁궐 애완동물 반입"",""문화재 자전거 킥보드"",""궁궐 돗자리"",""인화성 물질 반입"",""궁궐 음주"",""전시물 만지기"",""문화재 기대기"",""문화재 낙서 처벌"",""한옥 대문 열어보기"",""한옥 문고리 파손"",""궁궐 꽃 꺾기"",""사찰 흡연 구역"",""출입금지 구역 침입"",""관람 제한 구역"",""관광지 무단 투기"",""축제장 분리수거"",""길거리 음식 쓰레기"",""공연자 만지기"",""안내 요원 지시 불이행"""
처인성문화제,전통문화형,문화재 만지지 마세요,"스님 사진 촬영,제사(제례) 사진 촬영,국보급 문화재 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,한복 훼손,궁궐 애완동물 반입,문화재 자전거 킥보드,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,제례 중 이동,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
천안문화도시 페스타,전통문화형,기타 전통문화,"스님 사진 촬영,셀카봉 주의,상업용 촬영 허가,공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,전시물 만지기,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
청도 정월대보름민속한마당,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,인화성 물질 반입,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,안내 요원 지시 불이행"
충청권생활문화축제,전통문화형,국악 공연 관람 예절,"셀카봉 주의,유튜브 촬영 금지,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
탐라문화제,전통문화형,기타 전통문화,"제사(제례) 사진 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화재 자전거 킥보드,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,전시물 만지기,문화재 기대기,문화재 낙서 처벌,제례 중 이동,출입금지 구역 침입,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
태백 쇠바우골 탄광문화 고기축제,전통문화형,전통 시장 관광객 팁,"셀카봉 주의,상업용 촬영 허가,공연 중 촬영 금지,인화성 물질 반입,공연 중 대화,전시물 만지기,출입금지 구역 침입,관람 제한 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
평창효석문화제,전통문화형,전통 시장 관광객 팁,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,한옥마을 사유지 침입,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,전통 찻집 외부 음식,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
평택거리문화축제,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,출입금지 구역 침입,관람 제한 구역,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
포항 장기유배문화제,전통문화형,문화재 만지지 마세요,"제사(제례) 사진 촬영,한복 무단 촬영,국보급 문화재 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,박물관 큰 가방,문화재 자전거 킥보드,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,박물관 휴대폰 통화,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,제례 중 이동,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,한옥마을 사유지 침입,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,문화 해설사 방해,안내 요원 지시 불이행"
포항 해병대 문화축제,전통문화형,기타 전통문화,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,인화성 물질 반입,공연장 냄새나는 음식,궁궐 음주,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,박물관 포토라인,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,수문장 교대식 방해,문화 해설사 방해,안내 요원 지시 불이행"
하동야생차문화축제,전통문화형,전통 찻집 예절,"셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,출입금지 구역 침입,관람 제한 구역,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,전통 찻집 외부 음식,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
한국-튀르키예 문화협력 및 우호 콘서트 튀르키예 대통령 심포니 오케스트라 & 피아니스트 김홍기,전통문화형,기타 전통문화,"공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,출입금지 구역 침입,축제장 분리수거,공연자 만지기,안내 요원 지시 불이행"
한국민속예술제,전통문화형,국악 공연 관람 예절,"한복 무단 촬영,셀카봉 주의,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,인화성 물질 반입,공연장 냄새나는 음식,공연 중 대화,문화재 기대기,문화재 낙서 처벌,출입금지 구역 침입,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,공연자 만지기,안내 요원 지시 불이행"
한국유교문화축전,전통문화형,향교 서원 예절,"제사(제례) 사진 촬영,한복 무단 촬영,국보급 문화재 촬영,삼각대 금지 박물관,셀카봉 주의,유튜브 촬영 금지,상업용 촬영 허가,드론 촬영 허가 문화재,공연 중 촬영 금지,문화 해설 중 녹음,한복 훼손,궁궐 애완동물 반입,박물관 큰 가방,문화재 자전거 킥보드,궁궐 돗자리,인화성 물질 반입,전시장 내부 물,공연장 냄새나는 음식,궁궐 음주,박물관 휴대폰 통화,공연 중 대화,박물관 아이들 소음,전시물 만지기,문화재 기대기,문화재 낙서 처벌,궁궐 꽃 꺾기,사찰 흡연 구역,제례 중 이동,전시관 동선 역주행,출입금지 구역 침입,관람 제한 구역,박물관 포토라인,공사장 위험 구역,관광지 무단 투기,축제장 분리수거,길거리 음식 쓰레기,전통 찻집 외부 음식,공연자 만지기,문화 해설사 방해,궁궐 야생동물 먹이주기,안내 요원 지시 불이행"
